id,full_name,first_name,last_name,is_active,team_id,birthdate,country,height,weight,position,team_name,from_year,to_year,points,assists,rebounds,all_star_appearances
76477,Pete Cross,Pete,Cross,0,1610612760,3/28/48,USA,81,230,Center,SuperSonics,1970,1972,5.8,1,8.3,0
76478,Russell Cross,Russell,Cross,0,1610612744,9/5/61,USA,82,215,Center,Warriors,1983,1983,3.7,0.5,1.8,0
76479,Francis Crossin,Francis,Crossin,0,1610612744,7/4/24,USA,73,165,Guard,Warriors,1947,1949,4.7,1.5,,0
180,John Crotty,John,Crotty,0,0,7/15/69,USA,,,Guard,,1992,2002,4,2.1,1.1,0
76481,Mark Crow,Mark,Crow,0,1610612751,10/22/54,USA,79,210,Forward,Nets,1977,1977,5.6,0.5,1.8,0
76482,Corey Crowder,Corey,Crowder,0,1610612762,4/13/69,USA,77,214,Forward,Jazz,1991,1994,2.1,0.3,0.8,0
203109,Jae Crowder,Jae,Crowder,1,1610612756,7/6/90,USA,78,235,Forward,Suns,2012,2020,10.1,2,5,
1629633,Jarrett Culver,Jarrett,Culver,1,1610612750,2/20/99,USA,78,195,Guard-Forward,Timberwolves,2019,2020,6.8,0.8,4.3,
76483,Pat Cummings,Pat,Cummings,0,1610612749,7/11/56,USA,81,230,Center,Bucks,1979,1990,9.6,1.2,5.6,0
187,Terry Cummings,Terry,Cummings,0,0,3/15/61,USA,81,220,Forward,,1982,1999,16.4,1.9,7.3,2
1907,Vonteego Cummings,Vonteego,Cummings,0,0,2/29/76,USA,,,,,1999,2007,6.9,2.7,1.9,0
76487,Billy Cunningham,Billy,Cunningham,0,1610612755,6/3/43,USA,78,210,Forward,76ers,1965,1975,20.8,4,10.1,4
201967,Dante Cunningham,Dante,Cunningham,0,1610612759,4/22/87,USA,80,230,Forward,Spurs,2009,2018,5.8,0.7,3.7,0
76485,Dick Cunningham,Dick,Cunningham,0,1610612749,7/11/46,USA,82,245,Center,Bucks,1968,1974,2.8,0.6,3.7,0
203099,Jared Cunningham,Jared,Cunningham,0,0,5/22/91,USA,76,195,Guard,,2012,2015,2.3,0.5,0.7,0
1061,William Cunningham,William,Cunningham,0,1610612751,3/25/74,USA,83,240,Center,Nets,1997,1998,0.6,0.1,1.7,0
76488,Radisav Curcic,Radisav,Curcic,0,1610612742,9/26/65,Serbia,82,275,Center,Mavericks,1992,1992,2.9,0.6,2.5,0
76489,Armand Cure,Armand,Cure,0,1610610032,8/1/19,USA,72,198,Forward,Steamrollers,1946,1946,0.8,0,,0
940,Earl Cureton,Earl,Cureton,0,0,9/3/57,USA,81,210,Forward,,1980,1996,5.4,1,4.7,0
223,Bill Curley,Bill,Curley,0,0,5/29/72,USA,,,Forward,,1994,2000,2.7,0.4,2,0
76492,Fran Curran,Fran,Curran,0,1610612758,9/19/25,USA,72,175,Guard,Royals,1948,1949,4.9,1.2,,0
209,Dell Curry,Dell,Curry,0,1610612766,6/25/64,USA,77,205,Guard-Forward,Hornets,1986,2001,11.7,1.8,2.4,0
2201,Eddy Curry,Eddy,Curry,0,0,12/5/82,USA,84,295,Center,,2001,2012,12.9,0.5,5.2,0
201191,JamesOn Curry,JamesOn,Curry,0,0,1/7/86,USA,75,190,Guard,,2007,2009,0,0,0,0
688,Michael Curry,Michael,Curry,0,0,8/22/68,USA,77,210,Forward-Guard,,1993,2004,4.5,1.2,1.6,0
203552,Seth Curry,Seth,Curry,1,1610612755,8/23/90,USA,74,185,Guard,76ers,2013,2020,12.9,2.9,2.2,
201939,Stephen Curry,Stephen,Curry,1,1610612744,3/14/88,USA,75,185,Guard,Warriors,2009,2020,29,6.2,5.3,
687,Rastko Cvetkovic,Rastko,Cvetkovic,0,1610612743,6/22/70,Serbia,85,260,Center,Nuggets,1995,1995,0.7,0.2,0.8,0
76505,Mike D'Antoni,Mike,D'Antoni,0,1610612758,5/8/51,USA,75,185,Guard,Kings,1973,1976,3.3,1.9,1.4,0
76496,Ed Dahler,Ed,Dahler,0,1610612744,1/31/26,USA,77,190,Forward,Warriors,1951,1951,2.5,0.4,1.6,0
76497,Quintin Dailey,Quintin,Dailey,0,1610612741,1/22/61,USA,75,180,Guard,Bulls,1982,1991,14.1,2.3,2.5,0
2223,Samuel Dalembert,Samuel,Dalembert,0,0,5/10/80,Haiti,83,255,Center,,2001,2014,7.7,0.5,7.8,0
76498,Howie Dallmar,Howie,Dallmar,0,1610612744,5/24/22,USA,76,200,Forward,Warriors,1946,1948,9.6,2.3,,0
956,Erick Dampier,Erick,Dampier,0,1610612744,7/14/75,USA,83,265,Center,Warriors,1996,2011,7.4,0.8,7.1,0
76499,Lou Dampier,Lou,Dampier,0,1610612759,11/20/44,USA,72,170,Guard,Spurs,1976,1978,6.7,2.8,1.1,0
76500,Bob Dandridge,Bob,Dandridge,0,1610612749,11/15/47,USA,78,195,Forward,Bucks,1969,1981,18.5,3.4,6.8,4
1498,Antonio Daniels,Antonio,Daniels,0,1610612759,3/19/75,USA,76,205,Guard,Spurs,1997,2010,7.6,3.4,1.8,0
2845,Erik Daniels,Erik,Daniels,0,0,4/1/82,USA,,,,,2004,2007,0.6,0.2,0.9,0
1380,Lloyd Daniels,Lloyd,Daniels,0,0,9/4/67,USA,79,205,Guard,,1992,1997,7.1,1.6,2.2,0
2605,Marquis Daniels,Marquis,Daniels,0,1610612742,1/7/81,USA,78,200,Forward,Mavericks,2003,2012,7.9,1.8,2.8,0
76502,Mel Daniels,Mel,Daniels,0,1610612751,7/20/44,USA,81,220,Center,Nets,1976,1976,3.5,0.5,3.1,0
203584,Troy Daniels,Troy,Daniels,1,1610612743,7/15/91,USA,76,200,Guard,Nuggets,2013,2019,6.6,0.5,1.3,0
390,Sasha Danilovic,Sasha,Danilovic,0,1610612748,2/26/70,Serbia,78,200,Guard,Heat,1995,1996,12.8,2,2.4,0
76504,Adrian Dantley,Adrian,Dantley,0,1610612762,2/26/55,USA,77,208,Forward,Jazz,1976,1990,24.3,3,5.7,6
76506,Henry Darcey,Henry,Darcey,0,1610612737,3/3/30,USA,79,217,Center,Hawks,1952,1952,0.9,0.2,0.8,0
76507,Jimmy Darden,Jimmy,Darden,0,1610610027,6/19/22,USA,73,170,Guard,Nuggets,1949,1949,8.1,2.6,,0
212,Yinka Dare,Yinka,Dare,0,0,10/10/72,USA,84,265,Center,,1994,1997,2.1,0,2.6,0
76509,Jesse Dark,Jesse,Dark,0,1610612752,9/2/51,USA,76,210,Guard,Knicks,1974,1974,3.6,0.6,0.8,0
76511,Jimmy Darrow,Jimmy,Darrow,0,1610612737,9/25/37,USA,70,170,Guard,Hawks,1961,1961,2.4,1.2,1.4,0
203540,Gigi Datome,Gigi,Datome,0,1610612765,11/27/87,Italy,80,215,Forward,Pistons,2013,2014,3.4,0.4,1.4,0
921,Brad Daugherty,Brad,Daugherty,0,1610612739,10/19/65,USA,84,245,Center,Cavaliers,1986,1993,19,3.7,9.5,5
1600,Kornel David,Kornel,David,0,1610612741,10/22/71,USA,81,230,Forward,Bulls,1998,2000,5,0.6,2.8,0
201176,Jermareo Davidson,Jermareo,Davidson,0,1610612766,11/15/84,USA,82,230,Forward,Bobcats,2007,2008,3.1,0.3,1.8,0
76514,Bob Davies,Bob,Davies,0,1610612758,1/15/20,USA,73,175,Guard,Royals,1948,1954,14.3,4.9,2.9,4
203561,Brandon Davies,Brandon,Davies,0,0,7/25/91,USA,82,240,Forward,,2013,2014,3.7,0.7,2.5,0
203076,Anthony Davis,Anthony,Davis,1,1610612747,3/11/93,USA,82,253,Forward-Center,Lakers,2012,2020,22.5,3,8.4,
213,Antonio Davis,Antonio,Davis,0,0,10/31/68,USA,81,245,Forward-Center,,1993,2005,10,1.1,7.5,1
76515,Aubrey Davis,Aubrey,Davis,0,1610610034,3/28/21,USA,74,175,Guard,Bombers,1946,1946,4.9,0.2,,0
1884,Baron Davis,Baron,Davis,0,1610612766,4/13/79,USA,75,212,Guard,Hornets,1999,2011,16.1,7.2,3.8,2
989,Ben Davis,Ben,Davis,0,0,12/26/72,USA,81,245,Forward,,1996,1999,1.4,0.1,1.3,0
76538,Bill Davis,Bill,Davis,0,1610610025,10/3/21,USA,75,215,Forward,Stags,1946,1946,1.8,0.2,,0
76533,Bob Davis,Bob,Davis,0,1610612757,4/2/50,USA,79,215,Forward,Trail Blazers,1972,1972,1.8,0.2,0.6,0
76516,Brad Davis,Brad,Davis,0,1610612742,12/17/55,USA,75,180,Guard,Mavericks,1977,1991,8.2,4.9,1.8,0
76517,Brian Davis,Brian,Davis,0,1610612750,6/21/70,USA,79,200,Forward,Timberwolves,1993,1993,1.9,0.3,0.8,0
76518,Charlie Davis,Charlie,Davis,0,1610612764,10/5/58,USA,79,215,Forward,Bullets,1981,1989,5.3,0.7,2.4,0
76519,Charlie Davis,Charlie,Davis,0,1610612757,9/7/49,USA,73,160,Guard,Trail Blazers,1971,1973,8.9,2.2,1.5,0
905,Dale Davis,Dale,Davis,0,1610612754,3/25/69,USA,83,252,Center-Forward,Pacers,1991,2006,8,0.9,7.9,1
1627738,Deyonta Davis,Deyonta,Davis,0,0,12/2/96,USA,83,237,Center-Forward,,2016,2018,4.2,0.4,3.2,0
76521,Double D Davis,Double D,Davis,0,1610612739,10/11/49,USA,80,220,Forward,Cavaliers,1972,1976,8.6,1.6,5.9,0
202334,Ed Davis,Ed,Davis,1,1610612750,6/5/89,USA,81,218,Center-Forward,Timberwolves,2010,2020,2.3,1,5.1,
76522,Edward Davis,Edward,Davis,0,1610612749,6/16/50,USA,79,195,Forward,Bucks,1972,1976,5.2,1,2.8,0
1023,Emanual Davis,Emanual,Davis,0,1610612760,8/27/68,USA,77,195,Guard,SuperSonics,1996,2002,4.9,1.8,1.9,0
201175,Glen Davis,Glen,Davis,0,1610612738,1/1/86,USA,81,289,Forward-Center,Celtics,2007,2014,8,0.9,4.4,0
76523,Harry Davis,Harry,Davis,0,1610612739,1/27/56,USA,79,220,Forward,Cavaliers,1978,1979,4,0.4,1.6,0
93,Hubert Davis,Hubert,Davis,0,1610612752,5/17/70,USA,77,183,Guard,Knicks,1992,2003,8.2,1.7,1.5,0
76524,James Davis,James,Davis,0,1610612758,4/22/32,USA,79,220,Center,Royals,1955,1955,0.7,0.3,1.3,0
76525,Jim Davis,Jim,Davis,0,1610612737,12/18/41,USA,81,225,Center,Hawks,1967,1974,6.7,1.2,5.2,0
76526,Johnny Davis,Johnny,Davis,0,1610612754,10/21/55,USA,74,170,Guard,Pacers,1976,1985,12.9,4.5,2,0
2668,Josh Davis,Josh,Davis,0,0,8/10/80,USA,80,235,Forward,,2003,2011,2.3,0.3,1.7,0
707,Mark Davis,Mark,Davis,0,1610612755,4/26/73,USA,79,205,Guard-Forward,76ers,1995,1999,5.5,1.3,3,0
76528,Mark Davis,Mark,Davis,0,1610612749,6/8/63,USA,78,195,Forward,Bucks,1988,1988,3.8,0.4,1.1,0
76529,Mel Davis,Mel,Davis,0,1610612752,11/9/50,USA,78,220,Forward,Knicks,1973,1976,5.3,0.9,4.3,0
76530,Michael Davis,Michael,Davis,0,1610612752,8/2/56,USA,82,230,Forward,Knicks,1982,1982,1.8,0,1.3,0
76531,Mike Davis,Mike,Davis,0,1610612746,7/26/46,USA,75,185,Guard,Braves,1969,1972,10.7,1.8,2.3,0
76520,Monti Davis,Monti,Davis,0,1610612742,7/26/58,USA,79,205,Forward,Mavericks,1980,1980,1.5,0,2,0
200781,Paul Davis,Paul,Davis,0,0,7/21/84,USA,83,270,Center,,2006,2009,2.6,0.4,1.9,0
76532,Ralph Davis,Ralph,Davis,0,1610612764,9/7/38,USA,76,180,Guard,Packers,1960,1961,8,2.8,1.7,0
1729,Ricky Davis,Ricky,Davis,0,0,9/23/79,USA,79,195,Guard,,1998,2009,13.5,3.3,3.5,0
76534,Ron Davis,Ron,Davis,0,1610612746,5/1/54,USA,78,198,Guard,Clippers,1976,1981,5.3,0.7,1.8,0
1629056,Terence Davis,Terence,Davis,1,1610612761,5/16/97,USA,76,201,Guard,Raptors,2019,2020,7,1.1,2,
426,Terry Davis,Terry,Davis,0,1610612742,6/17/67,USA,82,270,Center-Forward,Mavericks,1989,2000,6.4,0.6,6,0
1629093,Tyler Davis,Tyler,Davis,0,0,5/22/97,USA,82,266,Center,,2018,2018,0,0,1,0
76536,Walt Davis,Walt,Davis,0,1610612744,1/5/31,USA,80,205,Center,Warriors,1953,1957,4.8,0.7,4.3,0
1453,Walter Davis,Walter,Davis,0,1610612756,9/9/54,USA,78,193,Guard,Suns,1977,1991,18.9,3.8,3,6
203958,Andre Dawkins,Andre,Dawkins,0,0,9/19/91,USA,77,219,Guard,,2014,2014,0.8,0.3,0.5,0
76539,Darryl Dawkins,Darryl,Dawkins,0,1610612755,1/11/57,USA,83,251,Center,76ers,1975,1988,12,1.3,6.1,0
1008,Johnny Dawkins,Johnny,Dawkins,0,1610612755,9/28/63,USA,74,165,Guard,76ers,1986,1994,11.1,5.5,2.5,0
76541,Paul Dawkins,Paul,Dawkins,0,1610612762,6/10/57,USA,77,190,Forward,Jazz,1979,1979,5.5,1.4,2.2,0
1626183,Branden Dawson,Branden,Dawson,0,1610612746,2/1/93,USA,78,225,Forward,Clippers,2015,2015,0.8,0,0.7,0
201286,Eric Dawson,Eric,Dawson,0,0,7/7/84,USA,81,250,Forward,,2011,2011,3.8,0,2.5,0
76542,Tony Dawson,Tony,Dawson,0,1610612758,8/25/67,USA,79,215,Forward,Kings,1990,1994,2.8,0.2,0.8,0
103,Todd Day,Todd,Day,0,0,1/7/70,USA,,,,,1992,2000,12.3,1.5,3.4,0
201948,Austin Daye,Austin,Daye,0,1610612765,6/5/88,USA,83,220,Forward,Pistons,2009,2014,5.2,0.7,2.6,0
76543,Darren Daye,Darren,Daye,0,1610612764,11/30/60,USA,80,220,Forward,Bullets,1983,1987,6.8,2,2.6,0
201986,Nando De Colo,Nando,De Colo,0,1610612759,6/23/87,France,77,195,Guard,Spurs,2012,2013,3.8,1.7,1.8,0
76545,Dave DeBusschere,Dave,DeBusschere,0,1610612765,10/16/40,USA,78,220,Forward,Pistons,1962,1973,16.1,2.9,11,8
692,Andrew DeClercq,Andrew,DeClercq,0,0,2/1/73,USA,82,255,Center,,1995,2004,4.8,0.6,4.2,0
76551,Nate DeLong,Nate,DeLong,0,1610612737,1/5/26,USA,78,220,Center,Hawks,1951,1951,3.8,0.8,1.8,0
201942,DeMar DeRozan,DeMar,DeRozan,1,1610612759,8/7/89,USA,78,220,Guard-Forward,Spurs,2009,2020,20.6,7.4,4.5,
76562,Hank DeZonie,Hank,DeZonie,0,1610612737,2/12/22,USA,77,215,Forward,Blackhawks,1950,1950,3.4,1.8,3.6,0
76544,Greg Deane,Greg,Deane,0,1610612762,12/6/57,USA,76,190,Guard,Jazz,1979,1979,1.4,0.9,0.9,0
203473,Dewayne Dedmon,Dewayne,Dedmon,1,1610612737,8/12/89,USA,84,245,Center,Hawks,2013,2019,6.4,0.7,6,0
76546,Archie Dees,Archie,Dees,0,1610612765,2/22/36,USA,80,205,Forward,Pistons,1958,1961,8.1,0.7,4.8,0
143,Terry Dehere,Terry,Dehere,0,1610612746,9/12/71,USA,76,190,Guard,Clippers,1993,1998,8,2.6,1.5,0
76548,Red Dehnert,Red,Dehnert,0,1610610032,4/7/05,USA,,,,Steamrollers,1946,1946,1.4,0,,0
1626214,Bryce Dejean-Jones,Bryce,Dejean-Jones,0,0,8/21/92,USA,78,203,Guard,,2015,2015,5.6,1.1,3.4,0
1626155,Sam Dekker,Sam,Dekker,0,1610612764,5/6/94,USA,81,230,Forward,Wizards,2015,2018,5.5,0.8,3,0
219,Vinny Del Negro,Vinny,Del Negro,0,0,8/9/66,USA,,,Guard,,1988,2001,9.1,3.2,2.3,0
1627098,Malcolm Delaney,Malcolm,Delaney,0,1610612737,3/11/89,USA,75,190,Guard,Hawks,2016,2017,5.7,2.8,1.8,0
183,Bison Dele,Bison,Dele,0,1610612743,4/6/69,USA,83,260,Center-Forward,Nuggets,1991,1998,11,1.1,6.2,0
2568,Carlos Delfino,Carlos,Delfino,0,1610612765,8/29/82,Argentina,78,230,Guard-Forward,Pistons,2004,2013,8.1,1.7,3.6,0
1629116,Angel Delgado,Angel,Delgado,0,1610612746,11/20/94,Dominican Republic,82,245,Center,Clippers,2018,2018,1.5,0,2,0
960,Tony Delk,Tony,Delk,0,1610612756,1/28/74,USA,74,189,Guard,Suns,1996,2005,9.1,1.9,2.5,0
203521,Matthew Dellavedova,Matthew,Dellavedova,1,1610612739,9/8/90,Australia,75,200,Guard,Cavaliers,2013,2020,3.1,3.2,1.3,
76552,Fennis Dembo,Fennis,Dembo,0,1610612765,1/24/66,USA,77,215,Forward,Pistons,1988,1988,1.2,0.2,0.7,0
76553,Larry Demic,Larry,Demic,0,1610612752,6/27/57,USA,81,225,Forward,Knicks,1979,1981,4.7,0.5,3.9,0
725,Dell Demps,Dell,Demps,0,0,2/12/70,USA,75,205,Guard,,1993,1996,3,0.5,0.5,0
76555,George Dempsey,George,Dempsey,0,1610612744,7/19/29,USA,75,190,Guard,Warriors,1954,1958,5,2.3,3.6,0
2736,Luol Deng,Luol,Deng,0,1610612750,4/16/85,United Kingdom,81,237,Forward,Timberwolves,2004,2018,14.8,2.3,6.1,2
76556,Kenny Dennard,Kenny,Dennard,0,1610612758,10/18/58,USA,80,220,Forward,Kings,1981,1983,2.8,1,3,0
76557,Blaine Denning,Blaine,Denning,0,1610610024,9/19/30,USA,74,175,Guard,Bullets,1952,1952,5,0,4,0
202458,Justin Dentmon,Justin,Dentmon,0,0,9/5/85,USA,71,185,Guard,,2011,2012,3.3,1.3,1,0
76558,Randy Denton,Randy,Denton,0,1610612737,2/18/49,USA,82,240,Center,Hawks,1976,1976,5.3,0.7,4.8,0
76559,Rod Derline,Rod,Derline,0,1610612760,3/11/52,USA,72,175,Guard,SuperSonics,1974,1975,4.8,0.7,0.8,0
1629094,Marcus Derrickson,Marcus,Derrickson,0,1610612744,2/1/96,USA,79,249,Forward,Warriors,2018,2018,4.2,0.1,1.2,0
76560,Dave Deutsch,Dave,Deutsch,0,1610612752,5/13/45,USA,73,170,Guard,Knicks,1966,1966,1.1,0.8,1.1,0
76561,Walter Devlin,Walter,Devlin,0,1610612765,12/21/31,USA,77,195,Guard,Pistons,1955,1957,7.1,2.1,2.1,0
76568,Ernie DiGregorio,Ernie,DiGregorio,0,1610612746,1/15/51,USA,72,180,Guard,Braves,1973,1977,9.6,5.1,2,0
1628978,Donte DiVincenzo,Donte,DiVincenzo,1,1610612749,1/31/97,USA,76,203,Guard,Bucks,2018,2020,10.5,3.1,5.5,
1760,Derrick Dial,Derrick,Dial,0,1610612759,12/20/75,USA,76,184,Guard,Spurs,1999,2003,3.1,0.8,1.6,0
1627767,Cheick Diallo,Cheick,Diallo,1,1610612756,9/13/96,Mali,80,219,Forward-Center,Suns,2016,2019,5.3,0.4,4.2,0
1628977,Hamidou Diallo,Hamidou,Diallo,1,1610612765,7/31/98,USA,77,202,Guard,Pistons,2018,2020,11.9,2.4,5.2,
2564,Boris Diaw,Boris,Diaw,0,1610612759,4/16/82,France,80,250,Center-Forward,Spurs,2003,2016,8.6,3.5,4.4,0
200821,Yakhouba Diawara,Yakhouba,Diawara,0,1610612743,8/29/82,USA,79,225,Forward-Guard,Nuggets,2006,2009,3.5,0.7,1.4,0
200799,Guillermo Diaz,Guillermo,Diaz,0,0,3/4/85,USA,,,,,2007,2016,0.8,0.2,0.3,0
2424,Dan Dickau,Dan,Dickau,0,1610612737,9/16/78,USA,72,180,Guard,Hawks,2002,2007,5.8,2.5,1.4,0
2079,Kaniel Dickens,Kaniel,Dickens,0,0,7/21/78,USA,80,215,Forward,,2003,2007,1.2,0.1,0.6,0
76563,Henry Dickerson,Henry,Dickerson,0,1610612765,11/27/51,USA,76,190,Guard,Pistons,1975,1976,2,0.8,0.2,0
1722,Michael Dickerson,Michael,Dickerson,0,1610612763,6/25/75,USA,77,190,Guard,Grizzlies,1998,2002,15.4,2.6,2.9,0
76564,Derrek Dickey,Derrek,Dickey,0,1610612744,3/20/51,USA,79,218,Forward,Warriors,1973,1977,6.1,1.1,4.9,0
76565,Dick Dickey,Dick,Dickey,0,1610612738,10/26/26,USA,73,175,Guard,Celtics,1951,1951,2.8,1.1,1.8,0
101143,Travis Diener,Travis,Diener,0,1610612754,3/1/82,USA,73,175,Guard,Pacers,2005,2009,4.8,2.4,1.4,0
203476,Gorgui Dieng,Gorgui,Dieng,1,1610612763,1/18/90,Senegal,82,252,Center,Grizzlies,2013,2020,7.9,1.3,4.5,
76566,Connie Dierking,Connie,Dierking,0,1610612758,10/2/36,USA,82,222,Center,Royals,1958,1970,10,1.5,6.7,0
76567,Coby Dietrick,Coby,Dietrick,0,1610612759,7/23/48,USA,83,220,Center,Spurs,1976,1982,6.1,2.1,3.9,0
76569,Mickey Dillard,Mickey,Dillard,0,1610612739,10/15/58,USA,75,170,Guard,Cavaliers,1981,1981,2.2,1,0.5,0
76570,Bob Dille,Bob,Dille,0,1610610028,7/2/17,USA,75,190,Forward,Falcons,1946,1946,5.2,0.7,,0
76571,John Dillon,John,Dillon,0,1610610036,1/8/24,USA,75,180,Forward,Capitols,1949,1949,1.6,0.2,,0
76574,Byron Dinkins,Byron,Dinkins,0,1610612745,6/15/67,USA,73,170,Guard,Rockets,1989,1990,3.4,2.1,1.2,0
76575,Jackie Dinkins,Jackie,Dinkins,0,1610612741,1/22/50,USA,77,210,Forward,Bulls,1971,1971,2.5,0.4,1.1,0
76576,Bill Dinwiddie,Bill,Dinwiddie,0,1610612758,7/15/43,USA,79,220,Forward,Royals,1967,1971,4.4,0.6,3.3,0
203915,Spencer Dinwiddie,Spencer,Dinwiddie,1,1610612751,4/6/93,USA,77,215,Guard,Nets,2014,2020,6.7,3,4.3,
101113,Ike Diogu,Ike,Diogu,0,0,9/11/83,USA,81,250,Forward,,2005,2011,6,0.3,3.1,0
2205,DeSagana Diop,DeSagana,Diop,0,1610612742,1/30/82,Senegal,84,280,Center,Mavericks,2001,2012,2,0.4,3.7,0
76577,Terry Dischinger,Terry,Dischinger,0,1610612765,11/21/40,USA,79,189,Forward,Pistons,1962,1972,13.8,1.8,5.6,3
76578,Fred Diute,Fred,Diute,0,1610612737,1/9/29,USA,75,210,Guard,Hawks,1954,1954,1.6,0.6,1.9,0
124,Vlade Divac,Vlade,Divac,0,1610612747,2/3/68,Serbia,85,260,Center,Lakers,1989,2004,11.8,3.1,8.2,1
2413,Juan Dixon,Juan,Dixon,0,1610612764,10/9/78,USA,75,165,Guard,Wizards,2002,2008,8.4,1.8,1.9,0
1059,Aleksandar Djordjevic,Aleksandar,Djordjevic,0,0,8/26/67,Serbia,74,198,Guard,,1996,1996,3.1,0.6,0.6,0
76580,Earl Dodd,Earl,Dodd,0,1610610027,11/1/24,USA,77,175,Forward,Nuggets,1949,1949,1.7,0.7,,0
1720,Michael Doleac,Michael,Doleac,0,1610612753,6/15/77,USA,83,262,Center,Magic,1998,2007,4.9,0.6,3.3,0
76581,Joe Dolhon,Joe,Dolhon,0,1610610024,7/9/27,USA,72,175,Guard,Bullets,1949,1950,6.4,2.3,1.4,0
76582,Bob Doll,Bob,Doll,0,1610610034,8/10/19,USA,76,195,Forward,Bombers,1946,1949,8.4,1.4,,0
76583,James Donaldson,James,Donaldson,0,1610612742,8/16/57,USA,86,275,Center,Mavericks,1980,1994,8.6,0.8,7.8,1
1629029,Luka Doncic,Luka,Doncic,1,1610612742,2/28/99,Slovenia,79,230,Forward-Guard,Mavericks,2018,2020,29,9.2,8.4,
76584,Bob Donham,Bob,Donham,0,1610612738,10/11/26,USA,74,190,Guard,Celtics,1950,1953,6.7,2.6,3.9,0
76586,Billy Donovan,Billy,Donovan,0,1610612752,5/30/65,USA,71,171,Guard,Knicks,1987,1987,2.4,2,0.6,0
76585,Harry Donovan,Harry,Donovan,0,1610612752,9/10/26,USA,74,180,Guard,Knicks,1949,1949,5.6,0.8,,0
2039,Keyon Dooling,Keyon,Dooling,0,1610612746,5/8/80,USA,75,195,Guard,Clippers,2000,2012,7,2.2,1.3,0
76587,Jacky Dorsey,Jacky,Dorsey,0,1610612760,12/18/54,USA,79,230,Forward,SuperSonics,1977,1980,2.4,0.3,2.4,0
201595,Joey Dorsey,Joey,Dorsey,0,0,12/16/83,USA,,,,,2008,2016,2.6,0.4,3.9,0
1628416,Tyler Dorsey,Tyler,Dorsey,0,1610612763,2/18/96,USA,77,183,Guard,Grizzlies,2017,2018,6.7,1.3,2.3,0
1629652,Luguentz Dort,Luguentz,Dort,1,1610612760,4/19/99,Canada,75,215,Guard,Thunder,2019,2020,12.6,1.6,3.5,
1628422,Damyean Dotson,Damyean,Dotson,1,1610612739,5/6/94,USA,77,210,Guard,Cavaliers,2017,2020,6.7,2.2,1.9,
200763,Quincy Douby,Quincy,Douby,0,1610612758,5/16/84,USA,75,175,Guard,Kings,2006,2008,4.1,0.7,1.1,0
76588,Bruce Douglas,Bruce,Douglas,0,1610612758,4/9/64,USA,75,195,Guard,Kings,1986,1986,1.8,2.1,1.8,0
76589,John Douglas,John,Douglas,0,1610612746,6/12/56,USA,74,170,Guard,Clippers,1981,1982,6.7,2.2,1.4,0
76590,Leon Douglas,Leon,Douglas,0,1610612765,8/26/54,USA,82,230,Center,Pistons,1976,1982,7.9,1.1,6.5,0
428,Sherman Douglas,Sherman,Douglas,0,0,9/15/66,USA,,,Guard,,1989,2000,11,5.9,2.2,0
201962,Toney Douglas,Toney,Douglas,0,0,3/16/86,USA,74,195,Guard,,2009,2016,7.6,2.3,2.2,0
201604,Chris Douglas-Roberts,Chris,Douglas-Roberts,0,0,1/8/87,USA,79,210,Guard,,2008,2014,7.1,1.1,2.1,0
1629635,Sekou Doumbouya,Sekou,Doumbouya,1,1610612765,12/23/00,France,80,230,Forward,Pistons,2019,2020,3.9,0.6,2.2,
76592,Lloyd Dove,Lloyd,Dove,0,1610612765,8/16/45,USA,80,198,Forward,Pistons,1967,1968,3.1,0.4,2,0
202220,Zabian Dowdell,Zabian,Dowdell,0,1610612756,9/10/84,USA,75,191,Guard,Suns,2010,2010,5,2.1,0.8,0
76593,Bill Downey,Bill,Downey,0,1610610032,11/11/23,USA,78,210,Center,Steamrollers,1947,1947,0,0,,0
76594,Steve Downing,Steve,Downing,0,1610612738,9/9/50,USA,80,225,Center,Celtics,1973,1974,2.4,0.4,1.5,0
76595,Danny Doyle,Danny,Doyle,0,1610612765,2/6/40,USA,80,200,Forward,Pistons,1962,1962,4,0.8,2,0
1628495,Milton Doyle,Milton,Doyle,0,1610612751,10/31/93,USA,76,180,Guard,Nets,2017,2017,3.4,1,1.8,0
1628408,PJ Dozier,PJ,Dozier,1,1610612743,10/25/96,USA,78,205,Guard-Forward,Nuggets,2017,2020,7.7,1.6,3.8,
76596,Terry Dozier,Terry,Dozier,0,1610612766,6/29/66,USA,81,210,Forward,Hornets,1989,1989,2.4,0.3,1.7,0
201609,Goran Dragic,Goran,Dragic,1,1610612748,5/6/86,Slovenia,75,190,Guard,Heat,2008,2020,13.9,4.9,3.3,
204054,Zoran Dragic,Zoran,Dragic,0,1610612748,6/22/89,Slovenia,77,200,Guard-Forward,Heat,2014,2014,1.8,0.3,0.5,0
1068,Greg Dreiling,Greg,Dreiling,0,1610612754,11/7/63,USA,85,265,Center,Pacers,1986,1996,2.1,0.4,2.1,0
1724,Bryce Drew,Bryce,Drew,0,0,9/21/74,USA,75,184,Guard,,1998,2003,4.4,2.2,1.2,0
76598,John Drew,John,Drew,0,1610612737,9/30/54,USA,78,205,Forward,Hawks,1974,1984,20.7,1.7,6.9,2
76599,Larry Drew,Larry,Drew,0,1610612758,4/2/58,USA,73,170,Guard,Kings,1980,1990,11.4,5.2,1.8,0
